Kafka
126020,98103,1580,376,0,22677,7468,1288,2237,4202,12286,2226,2408,7190,6601,69,654,4125,2648,6341,7770,1599,116,6028,6028,9317,2425,859,2323,115,1732,0,25150,3389,12692,101597,0,1865,242,129,88,76,50,48,36,30,26,27,19,7,10,5,10,14,10,8,1428,897,57,34,11,46,0,0, 
126020,98103,1580,376,0,22677,7468,1288,2237,4202,12286,2226,2408,7190,6601,69,654,4125,2648,6341,7770,1599,116,6028,6028,9317,2425,859,2323,115,1732,0,25150,3389,12692,101597,0,1865,242,129,88,76,50,48,36,30,26,27,19,7,10,5,10,14,10,8,1428,897,57,34,11,46,0,0, 
126020,98103,1580,376,0,22677,7468,1288,2237,4202,12286,2226,2408,7190,6601,69,654,4125,2648,6341,7770,1599,116,6028,6028,9317,2425,859,2323,115,1732,0,25150,3389,12692,101597,0,1865,242,129,88,76,50,48,36,30,26,27,19,7,10,5,10,14,10,8,1428,897,57,34,11,46,0,0, 
126020,98103,1580,376,0,22677,7468,1288,2237,4202,12286,2226,2408,7190,6601,69,654,4125,2648,6341,7770,1599,116,6028,6028,9317,2425,859,2323,115,1732,0,25150,3389,12692,101597,0,1865,242,129,88,76,50,48,36,30,26,27,19,7,10,5,10,14,10,8,1428,897,57,34,11,46,0,0, 
126020,98103,1580,376,0,22677,7468,1288,2237,4202,12286,2226,2408,7190,6601,69,654,4125,2648,6341,7770,1599,116,6028,6028,9317,2425,859,2323,115,1732,0,25150,3389,12692,101597,0,1865,242,129,88,76,50,48,36,30,26,27,19,7,10,5,10,14,10,8,1428,897,57,34,11,46,0,0, 
126020,98103,1580,376,0,22677,7468,1288,2237,4202,12286,2226,2408,7190,6601,69,654,4125,2648,6341,7770,1599,116,6028,6028,9317,2425,859,2323,115,1732,0,25150,3389,12692,101597,0,1865,242,129,88,76,50,48,36,30,26,27,19,7,10,5,10,14,10,8,1428,897,57,34,11,46,0,0, 
126020,98103,1580,376,0,22677,7468,1288,2237,4202,12286,2226,2408,7190,6601,69,654,4125,2648,6341,7770,1599,116,6028,6028,9317,2425,859,2323,115,1732,0,25150,3389,12692,101597,0,1865,242,129,88,76,50,48,36,30,26,27,19,7,10,5,10,14,10,8,1428,897,57,34,11,46,0,0, 
126020,98103,1580,376,0,22677,7468,1288,2237,4202,12286,2226,2408,7190,6601,69,654,4125,2648,6341,7770,1599,116,6028,6028,9317,2425,859,2323,115,1732,0,25150,3389,12692,101597,0,1865,242,129,88,76,50,48,36,30,26,27,19,7,10,5,10,14,10,8,1428,897,57,34,11,46,0,0, 
126020,98103,1580,376,0,22677,7468,1288,2237,4202,12286,2226,2408,7190,6601,69,654,4125,2648,6341,7770,1599,116,6028,6028,9317,2425,859,2323,115,1732,0,25150,3389,12692,101597,0,1865,242,129,88,76,50,48,36,30,26,27,19,7,10,5,10,14,10,8,1428,897,57,34,11,46,0,0, 
126020,98103,1580,376,0,22677,7468,1288,2237,4202,12286,2226,2408,7190,6601,69,654,4125,2648,6341,7770,1599,116,6028,6028,9317,2425,859,2323,115,1732,0,25150,3389,12692,101597,0,1865,242,129,88,76,50,48,36,30,26,27,19,7,10,5,10,14,10,8,1428,897,57,34,11,46,0,0, 
