Camus
530714,403752,8202,68,0,91098,32057,5515,9782,17689,51396,9057,8916,25795,27339,374,3000,15893,9677,27158,30558,7100,454,22977,25487,39718,11778,3644,9580,1202,7260,0,110604,10494,58834,423699,0,5532,802,467,330,226,173,138,110,94,75,64,58,38,34,37,42,29,27,22,6443,5040,282,122,165,480,1721,2520, 
172049,131675,3891,444,0,30747,10410,1879,3370,5187,16735,3005,2675,7254,9869,250,847,5669,3697,8961,10084,2005,92,7083,7972,12531,3889,1583,2895,190,3130,0,36313,5950,19680,137789,0,3622,390,213,151,97,70,55,40,36,23,32,27,24,17,15,13,14,15,12,2402,1784,220,133,76,156,0,0, 
530714,403752,8202,68,0,91098,32057,5515,9782,17689,51396,9057,8916,25795,27339,374,3000,15893,9677,27158,30558,7100,454,22977,25487,39718,11778,3644,9580,1202,7260,0,110604,10494,58834,423699,0,5532,802,467,330,226,173,138,110,94,75,64,58,38,34,37,42,29,27,22,6443,5040,282,122,165,480,1721,2520, 
172049,131675,3891,444,0,30747,10410,1879,3370,5187,16735,3005,2675,7254,9869,250,847,5669,3697,8961,10084,2005,92,7083,7972,12531,3889,1583,2895,190,3130,0,36313,5950,19680,137789,0,3622,390,213,151,97,70,55,40,36,23,32,27,24,17,15,13,14,15,12,2402,1784,220,133,76,156,0,0, 
530714,403752,8202,68,0,91098,32057,5515,9782,17689,51396,9057,8916,25795,27339,374,3000,15893,9677,27158,30558,7100,454,22977,25487,39718,11778,3644,9580,1202,7260,0,110604,10494,58834,423699,0,5532,802,467,330,226,173,138,110,94,75,64,58,38,34,37,42,29,27,22,6443,5040,282,122,165,480,1721,2520, 
172049,131675,3891,444,0,30747,10410,1879,3370,5187,16735,3005,2675,7254,9869,250,847,5669,3697,8961,10084,2005,92,7083,7972,12531,3889,1583,2895,190,3130,0,36313,5950,19680,137789,0,3622,390,213,151,97,70,55,40,36,23,32,27,24,17,15,13,14,15,12,2402,1784,220,133,76,156,0,0, 
530714,403752,8202,68,0,91098,32057,5515,9782,17689,51396,9057,8916,25795,27339,374,3000,15893,9677,27158,30558,7100,454,22977,25487,39718,11778,3644,9580,1202,7260,0,110604,10494,58834,423699,0,5532,802,467,330,226,173,138,110,94,75,64,58,38,34,37,42,29,27,22,6443,5040,282,122,165,480,1721,2520, 
172049,131675,3891,444,0,30747,10410,1879,3370,5187,16735,3005,2675,7254,9869,250,847,5669,3697,8961,10084,2005,92,7083,7972,12531,3889,1583,2895,190,3130,0,36313,5950,19680,137789,0,3622,390,213,151,97,70,55,40,36,23,32,27,24,17,15,13,14,15,12,2402,1784,220,133,76,156,0,0, 
530714,403752,8202,68,0,91098,32057,5515,9782,17689,51396,9057,8916,25795,27339,374,3000,15893,9677,27158,30558,7100,454,22977,25487,39718,11778,3644,9580,1202,7260,0,110604,10494,58834,423699,0,5532,802,467,330,226,173,138,110,94,75,64,58,38,34,37,42,29,27,22,6443,5040,282,122,165,480,1721,2520, 
172049,131675,3891,444,0,30747,10410,1879,3370,5187,16735,3005,2675,7254,9869,250,847,5669,3697,8961,10084,2005,92,7083,7972,12531,3889,1583,2895,190,3130,0,36313,5950,19680,137789,0,3622,390,213,151,97,70,55,40,36,23,32,27,24,17,15,13,14,15,12,2402,1784,220,133,76,156,0,0, 
